model,track_id,class,enter_time_s,exit_time_s,duration_s,enter_frame,exit_frame,enter_cx,enter_cy,exit_cx,exit_cy,avg_conf_in_region,max_conf_in_region,frames_in_region
default,5,truck,0.0,0.26666666666666666,0.26666666666666666,0,8,795.45605,585.6271,791.41876,599.6334,0.5036935769021511,0.5844778418540955,8
default,6,truck,1.5,2.2666666666666666,0.7666666666666666,45,68,938.75275,560.537,923.9112,599.8522,0.45084913139757904,0.5950174331665039,23
default,7,truck,2.1,2.933333333333333,0.833333333333333,63,88,847.4852,560.1904,826.0897,599.20105,0.4807691884040832,0.7165914177894592,25
default,8,truck,4.966666666666667,5.633333333333334,0.666666666666667,149,169,850.5692,561.3295,826.5713,598.4629,0.45402239114046095,0.5367763042449951,20
default,13,car,0.0,0.43333333333333335,0.43333333333333335,0,13,1184.6633,574.80273,1185.2496,560.3893,0.3741222098469734,0.5373218655586243,12
default,15,car,141.7,141.93333333333334,0.2333333333333485,4251,4258,813.6264,566.2726,813.5669,565.49536,0.6732449616704669,0.7718208432197571,7
default,17,truck,4.133333333333334,4.8,0.6666666666666661,124,144,952.4171,560.1056,944.6419,598.49005,0.39594421833753585,0.5340830683708191,20
default,18,truck,1.0666666666666667,1.9,0.8333333333333333,32,57,1198.5414,599.4116,1179.2986,563.34094,0.3908017738298936,0.5551396608352661,22
default,43,car,7.3,8.133333333333333,0.833333333333333,219,244,922.0048,560.9299,902.60913,599.1576,0.8515750932693481,0.8889317512512207,25
default,45,car,1.0333333333333334,419.96666666666664,418.9333333333333,31,12599,1268.8303,599.51965,1272.858,593.0226,0.4812057793140411,0.6153901219367981,15
default,77,truck,8.7,9.6,0.9000000000000004,261,288,864.8733,561.0458,845.1458,599.99945,0.5347352715638968,0.7789923548698425,26
default,78,car,1.5,2.2666666666666666,0.7666666666666666,45,68,938.744,560.4895,923.9094,599.8518,0.44223031401634216,0.5845567584037781,23
default,92,car,4.1,5.066666666666666,0.9666666666666668,123,152,1164.9207,599.3628,1150.0986,561.0586,0.6495181003521229,0.7418113946914673,29
default,104,truck,2.1,419.96666666666664,417.8666666666666,63,12599,847.42004,560.06555,845.8543,562.963,0.3068666259447734,0.35250386595726013,3
default,107,truck,2.3,419.96666666666664,417.66666666666663,69,12599,843.8358,568.134,831.189,590.64954,0.39334685036114286,0.4331991970539093,14
default,122,car,4.166666666666667,5.4,1.2333333333333334,125,162,1251.2297,599.3029,1234.8516,561.2747,0.5647935875364252,0.6896877884864807,37
default,123,truck,2.8666666666666667,2.933333333333333,0.06666666666666643,86,88,827.3573,596.72577,826.3253,598.86316,0.34926679730415344,0.373639851808548,2
default,141,car,6.6,7.866666666666666,1.2666666666666666,198,236,1206.3711,599.0211,1175.8728,560.547,0.4717568928996722,0.6602767705917358,36
default,171,car,4.5,419.96666666666664,415.46666666666664,135,12599,948.1382,582.65216,947.8124,584.5388,0.3232601284980774,0.3558782935142517,2
default,199,car,4.966666666666667,419.96666666666664,415.0,149,12599,850.76807,561.1301,850.76807,561.1301,0.3294694423675537,0.3294694423675537,1
default,249,car,13.1,14.133333333333333,1.0333333333333332,393,424,911.3406,560.3897,894.5001,599.92676,0.8489186879127256,0.8843207955360413,31
default,251,truck,11.2,12.4,1.200000000000001,336,372,927.63196,560.55176,904.0307,599.4663,0.48756954818964005,0.6462858319282532,36
default,258,truck,6.6,419.96666666666664,413.3666666666666,198,12599,1206.3754,599.1242,1201.8872,592.9585,0.49484128185680937,0.573016345500946,7
default,278,car,6.9,419.96666666666664,413.06666666666666,207,12599,1199.6133,588.43713,1199.0746,586.9712,0.31636904180049896,0.3294534385204315,2
default,284,car,7.033333333333333,419.96666666666664,412.9333333333333,211,12599,1196.1173,584.0685,1193.3894,581.24084,0.32032065093517303,0.35514014959335327,4
default,290,car,7.266666666666667,7.866666666666666,0.5999999999999996,218,236,1190.0016,577.0941,1175.8757,560.56604,0.38977865046925014,0.5131550431251526,18
default,299,car,14.133333333333333,15.133333333333333,1.0,424,454,821.1253,560.6243,788.1207,599.1289,0.7873700261116028,0.9086485505104065,30
default,324,truck,14.033333333333333,15.133333333333333,1.0999999999999996,421,454,958.26575,560.15735,948.3413,599.9966,0.4197606348222302,0.6249507069587708,31
default,328,truck,8.733333333333333,419.96666666666664,411.2333333333333,262,12599,864.28455,562.1835,858.7416,573.00916,0.3978392593562603,0.5553492903709412,8
