experiment_key,plot_label,video_key,direction,min_avg_conf,min_duration_s,max_duration_s,overall_wape,keke_f1
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.6,0.15,10.0,0.8402061855670103,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.6,0.15,10.0,0.8943661971830986,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.6,0.3,10.0,0.845360824742268,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.6,0.3,10.0,0.9014084507042254,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.6,0.5,10.0,0.865979381443299,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.6,0.5,10.0,0.9225352112676056,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.3,0.0,10.0,0.9639175257731959,0.012578616352201259
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.3,0.0,10.0,0.9295774647887324,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.3,0.15,10.0,0.9639175257731959,0.012578616352201259
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.3,0.15,10.0,0.9225352112676056,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.3,0.3,10.0,0.9690721649484536,0.012578616352201259
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.3,0.3,10.0,0.9225352112676056,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.3,0.5,10.0,0.9690721649484536,0.012578616352201259
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.3,0.5,10.0,0.9225352112676056,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.4,0.0,10.0,0.979381443298969,0.012658227848101266
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.4,0.0,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.4,0.15,10.0,0.979381443298969,0.012658227848101266
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.4,0.15,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.4,0.3,10.0,0.979381443298969,0.012658227848101266
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.4,0.3,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.4,0.5,10.0,0.979381443298969,0.012658227848101266
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.4,0.5,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.5,0.0,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.5,0.0,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.5,0.15,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.5,0.15,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.5,0.3,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.5,0.3,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.5,0.5,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.5,0.5,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.6,0.0,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.6,0.0,10.0,1.0,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.6,0.15,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.6,0.15,10.0,1.0,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.6,0.3,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.6,0.3,10.0,1.0,
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,downward,0.6,0.5,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,mubi_road,upward,0.6,0.5,10.0,1.0,
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.3,0.0,10.0,1.2010309278350515,0.5161290322580645
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.3,0.0,10.0,0.9929577464788732,0.5568181818181819
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.3,0.15,10.0,1.1443298969072164,0.5092592592592593
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.3,0.15,10.0,0.9084507042253521,0.5433526011560694
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.3,0.3,10.0,1.097938144329897,0.4688995215311005
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.3,0.3,10.0,0.8591549295774648,0.5149700598802396
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.3,0.5,10.0,0.9587628865979382,0.40609137055837563
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.3,0.5,10.0,0.7887323943661971,0.4720496894409938
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.4,0.0,10.0,1.097938144329897,0.47393364928909953
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.4,0.0,10.0,0.9225352112676056,0.45962732919254656
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.4,0.15,10.0,1.0670103092783505,0.4666666666666666
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.4,0.15,10.0,0.8450704225352113,0.45000000000000007
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.4,0.3,10.0,1.0206185567010309,0.4313725490196078
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.4,0.3,10.0,0.8169014084507042,0.4129032258064516
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.4,0.5,10.0,0.8969072164948454,0.3645833333333333
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.4,0.5,10.0,0.7816901408450704,0.37333333333333335
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.5,0.0,10.0,0.9896907216494846,0.3673469387755102
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.5,0.0,10.0,0.9366197183098591,0.30769230769230765
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.5,0.15,10.0,0.9690721649484536,0.3673469387755102
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.5,0.15,10.0,0.8802816901408451,0.30769230769230765
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.5,0.3,10.0,0.9381443298969072,0.35233160621761656
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.5,0.3,10.0,0.8450704225352113,0.2836879432624113
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.5,0.5,10.0,0.8505154639175257,0.28415300546448086
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.5,0.5,10.0,0.8309859154929577,0.2589928057553957
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.6,0.0,10.0,0.8608247422680413,0.2903225806451613
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.6,0.0,10.0,0.9295774647887324,0.15384615384615385
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.6,0.15,10.0,0.8505154639175257,0.2903225806451613
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.6,0.15,10.0,0.9225352112676056,0.15384615384615385
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.6,0.3,10.0,0.8402061855670103,0.273224043715847
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.6,0.3,10.0,0.8802816901408451,0.15384615384615385
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,downward,0.6,0.5,10.0,0.7628865979381443,0.25555555555555554
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,upward,0.6,0.5,10.0,0.8802816901408451,0.13953488372093023
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.0,10.0,0.9536082474226805,0.0125
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.0,10.0,0.9225352112676056,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.15,10.0,0.9536082474226805,0.0125
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.15,10.0,0.9154929577464789,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.3,10.0,0.9587628865979382,0.0125
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.3,10.0,0.9154929577464789,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.5,10.0,0.9587628865979382,0.0125
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.5,10.0,0.9154929577464789,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.0,10.0,0.9742268041237113,0.012578616352201259
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.0,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.15,10.0,0.9742268041237113,0.012578616352201259
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.15,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.3,10.0,0.9742268041237113,0.012578616352201259
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.3,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.5,10.0,0.9742268041237113,0.012578616352201259
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.5,10.0,0.9647887323943662,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.0,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.0,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.15,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.15,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.3,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.3,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.5,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.5,10.0,0.9859154929577465,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.0,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.0,10.0,1.0,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.15,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.15,10.0,1.0,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.3,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.3,10.0,1.0,
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.5,10.0,0.9948453608247423,0.012738853503184714
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.5,10.0,1.0,
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.0,10.0,1.0876288659793814,0.5132743362831858
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.0,10.0,0.9366197183098591,0.574585635359116
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.15,10.0,1.0360824742268042,0.5089285714285714
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.15,10.0,0.852112676056338,0.5730337078651686
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.3,10.0,1.0103092783505154,0.48148148148148145
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.3,10.0,0.8169014084507042,0.5294117647058825
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.5,10.0,0.8917525773195877,0.417910447761194
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.5,10.0,0.7746478873239436,0.47852760736196315
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.0,10.0,0.979381443298969,0.4796380090497738
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.0,10.0,0.8873239436619719,0.48484848484848486
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.15,10.0,0.9484536082474226,0.4748858447488585
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.15,10.0,0.8098591549295775,0.47560975609756095
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.3,10.0,0.9226804123711341,0.45283018867924535
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.3,10.0,0.7816901408450704,0.43312101910828027
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.5,10.0,0.8247422680412371,0.3857868020304569
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.5,10.0,0.7746478873239436,0.3841059602649007
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.0,10.0,0.9278350515463918,0.3980099502487562
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.0,10.0,0.8943661971830986,0.3424657534246575
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.15,10.0,0.9020618556701031,0.3999999999999999
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.15,10.0,0.8309859154929577,0.3424657534246575
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.3,10.0,0.8917525773195877,0.3877551020408163
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.3,10.0,0.8169014084507042,0.2836879432624113
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.5,10.0,0.8041237113402062,0.3118279569892473
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.5,10.0,0.8098591549295775,0.2589928057553957
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.0,10.0,0.7989690721649485,0.31413612565445026
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.0,10.0,0.8802816901408451,0.16793893129770993
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.15,10.0,0.788659793814433,0.31578947368421056
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.15,10.0,0.8591549295774648,0.16793893129770993
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.3,10.0,0.7989690721649485,0.3010752688172043
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.3,10.0,0.8450704225352113,0.15384615384615385
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.5,10.0,0.7319587628865979,0.27472527472527475
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.5,10.0,0.852112676056338,0.13953488372093023
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.3,0.0,10.0,0.9748427672955975,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.3,0.0,10.0,0.9728915662650602,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.3,0.15,10.0,0.9748427672955975,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.3,0.15,10.0,0.9728915662650602,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.3,0.3,10.0,0.9748427672955975,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.3,0.3,10.0,0.9728915662650602,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.3,0.5,10.0,0.9748427672955975,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.3,0.5,10.0,0.9728915662650602,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.4,0.0,10.0,0.9842767295597484,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.4,0.0,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.4,0.15,10.0,0.9842767295597484,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.4,0.15,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.4,0.3,10.0,0.9842767295597484,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.4,0.3,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.4,0.5,10.0,0.9842767295597484,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.4,0.5,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.5,0.0,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.5,0.0,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.5,0.15,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.5,0.15,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.5,0.3,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.5,0.3,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.5,0.5,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.5,0.5,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.6,0.0,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.6,0.0,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.6,0.15,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.6,0.15,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.6,0.3,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.6,0.3,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,downward,0.6,0.5,10.0,1.0,
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,upward,0.6,0.5,10.0,0.9969879518072289,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.3,0.0,10.0,1.2610062893081762,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.3,0.0,10.0,1.3825301204819278,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.3,0.15,10.0,1.1855345911949686,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.3,0.15,10.0,1.2951807228915662,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.3,0.3,10.0,0.8710691823899371,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.3,0.3,10.0,0.9548192771084337,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.3,0.5,10.0,0.8679245283018868,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.3,0.5,10.0,0.7590361445783133,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.4,0.0,10.0,1.2327044025157232,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.4,0.0,10.0,1.3463855421686748,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.4,0.15,10.0,1.1729559748427674,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.4,0.15,10.0,1.2771084337349397,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,downward,0.4,0.3,10.0,0.8773584905660378,
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,upward,0.4,0.3,10.0,0.9427710843373494,
