experiment_key,plot_label,video_key,direction,min_avg_conf,min_duration_s,max_duration_s,overall_wape,keke_f1
mubi_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,mubi_road,upward,0.6,0.3,10.0,1.176056338028169,0.07936507936507937
mubi_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,mubi_road,downward,0.6,0.5,10.0,0.9020618556701031,0.1090909090909091
mubi_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,mubi_road,upward,0.6,0.5,10.0,1.1056338028169015,0.064
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.0,10.0,0.9381443298969072,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.0,10.0,0.8380281690140845,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.15,10.0,0.9381443298969072,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.15,10.0,0.8380281690140845,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.3,10.0,0.9381443298969072,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.3,10.0,0.8309859154929577,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.3,0.5,10.0,0.9432989690721649,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.3,0.5,10.0,0.8309859154929577,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.0,10.0,0.9587628865979382,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.0,10.0,0.9154929577464789,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.15,10.0,0.9587628865979382,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.15,10.0,0.9154929577464789,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.3,10.0,0.9587628865979382,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.3,10.0,0.9154929577464789,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.4,0.5,10.0,0.9639175257731959,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.4,0.5,10.0,0.9154929577464789,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.0,10.0,0.9742268041237113,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.0,10.0,0.9577464788732394,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.15,10.0,0.9742268041237113,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.15,10.0,0.9577464788732394,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.3,10.0,0.9742268041237113,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.3,10.0,0.9577464788732394,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.5,0.5,10.0,0.9742268041237113,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.5,0.5,10.0,0.9577464788732394,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.0,10.0,0.9948453608247423,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.0,10.0,0.9859154929577465,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.15,10.0,0.9948453608247423,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.15,10.0,0.9859154929577465,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.3,10.0,0.9948453608247423,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.3,10.0,0.9859154929577465,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,downward,0.6,0.5,10.0,0.9948453608247423,
mubi_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,mubi_road,upward,0.6,0.5,10.0,0.9859154929577465,
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.0,10.0,1.592783505154639,0.192090395480226
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.0,10.0,1.5,0.3401360544217687
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.15,10.0,1.5154639175257731,0.192090395480226
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.15,10.0,1.4366197183098592,0.29370629370629375
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.3,10.0,1.4793814432989691,0.1724137931034483
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.3,10.0,1.3661971830985915,0.27142857142857135
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.3,0.5,10.0,1.3041237113402062,0.11976047904191615
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.3,0.5,10.0,1.2746478873239437,0.2074074074074074
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.0,10.0,1.458762886597938,0.18181818181818182
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.0,10.0,1.4366197183098592,0.3401360544217687
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.15,10.0,1.3969072164948453,0.18181818181818182
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.15,10.0,1.3873239436619718,0.29370629370629375
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.3,10.0,1.3762886597938144,0.16184971098265896
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.3,10.0,1.323943661971831,0.27142857142857135
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.4,0.5,10.0,1.2164948453608246,0.10843373493975904
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.4,0.5,10.0,1.2394366197183098,0.2074074074074074
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.0,10.0,1.2268041237113403,0.18181818181818182
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.0,10.0,1.3309859154929577,0.2816901408450704
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.15,10.0,1.1855670103092784,0.18181818181818182
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.15,10.0,1.2746478873239437,0.2816901408450704
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.3,10.0,1.175257731958763,0.16184971098265896
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.3,10.0,1.2253521126760563,0.2589928057553957
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.5,0.5,10.0,1.0463917525773196,0.10843373493975904
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.5,0.5,10.0,1.1619718309859155,0.19402985074626863
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.0,10.0,1.0309278350515463,0.15204678362573096
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.0,10.0,1.204225352112676,0.18045112781954886
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.15,10.0,1.0,0.15204678362573096
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.15,10.0,1.176056338028169,0.18045112781954886
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.3,10.0,1.0,0.13095238095238096
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.3,10.0,1.1338028169014085,0.15267175572519082
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,downward,0.6,0.5,10.0,0.9123711340206185,0.09756097560975609
mubi_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,mubi_road,upward,0.6,0.5,10.0,1.0704225352112675,0.12403100775193798
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.3,0.0,10.0,0.9948453608247423,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.3,0.0,10.0,0.9788732394366197,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.3,0.15,10.0,0.9948453608247423,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.3,0.15,10.0,0.9788732394366197,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.3,0.3,10.0,0.9948453608247423,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.3,0.3,10.0,0.9859154929577465,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.3,0.5,10.0,0.9948453608247423,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.3,0.5,10.0,0.9859154929577465,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.4,0.0,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.4,0.0,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.4,0.15,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.4,0.15,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.4,0.3,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.4,0.3,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.4,0.5,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.4,0.5,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.5,0.0,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.5,0.0,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.5,0.15,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.5,0.15,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.5,0.3,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.5,0.3,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.5,0.5,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.5,0.5,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.6,0.0,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.6,0.0,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.6,0.15,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.6,0.15,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.6,0.3,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.6,0.3,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,downward,0.6,0.5,10.0,1.0,
mubi_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,mubi_road,upward,0.6,0.5,10.0,1.0,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.3,0.0,10.0,1.0876288659793814,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.3,0.0,10.0,1.147887323943662,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.3,0.15,10.0,1.077319587628866,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.3,0.15,10.0,1.119718309859155,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.3,0.3,10.0,1.056701030927835,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.3,0.3,10.0,1.0845070422535212,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.3,0.5,10.0,0.9175257731958762,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.3,0.5,10.0,1.0140845070422535,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.4,0.0,10.0,0.845360824742268,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.4,0.0,10.0,0.9788732394366197,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.4,0.15,10.0,0.845360824742268,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.4,0.15,10.0,0.9577464788732394,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.4,0.3,10.0,0.8402061855670103,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.4,0.3,10.0,0.9436619718309859,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.4,0.5,10.0,0.8195876288659794,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.4,0.5,10.0,0.9154929577464789,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.5,0.0,10.0,0.8195876288659794,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.5,0.0,10.0,0.9366197183098591,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.5,0.15,10.0,0.8195876288659794,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.5,0.15,10.0,0.9225352112676056,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.5,0.3,10.0,0.8247422680412371,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.5,0.3,10.0,0.9084507042253521,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.5,0.5,10.0,0.8505154639175257,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.5,0.5,10.0,0.8802816901408451,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.6,0.0,10.0,0.845360824742268,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.6,0.0,10.0,0.8802816901408451,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.6,0.15,10.0,0.845360824742268,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.6,0.15,10.0,0.8873239436619719,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.6,0.3,10.0,0.8505154639175257,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.6,0.3,10.0,0.8943661971830986,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,downward,0.6,0.5,10.0,0.8711340206185567,
mubi_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,mubi_road,upward,0.6,0.5,10.0,0.9154929577464789,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.3,0.0,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.3,0.0,10.0,0.9788732394366197,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.3,0.15,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.3,0.15,10.0,0.9788732394366197,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.3,0.3,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.3,0.3,10.0,0.9859154929577465,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.3,0.5,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.3,0.5,10.0,0.9859154929577465,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.4,0.0,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.4,0.0,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.4,0.15,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.4,0.15,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.4,0.3,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.4,0.3,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.4,0.5,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.4,0.5,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.5,0.0,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.5,0.0,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.5,0.15,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.5,0.15,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.5,0.3,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.5,0.3,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.5,0.5,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.5,0.5,10.0,0.9929577464788732,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.6,0.0,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.6,0.0,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.6,0.15,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.6,0.15,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.6,0.3,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.6,0.3,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,downward,0.6,0.5,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,mubi_road,upward,0.6,0.5,10.0,1.0,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.3,0.0,10.0,1.077319587628866,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.3,0.0,10.0,1.1267605633802817,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.3,0.15,10.0,1.0670103092783505,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.3,0.15,10.0,1.1056338028169015,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.3,0.3,10.0,1.0515463917525774,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.3,0.3,10.0,1.0774647887323943,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.3,0.5,10.0,0.9123711340206185,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.3,0.5,10.0,1.0070422535211268,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.4,0.0,10.0,0.8505154639175257,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.4,0.0,10.0,0.971830985915493,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.4,0.15,10.0,0.8505154639175257,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.4,0.15,10.0,0.9507042253521126,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.4,0.3,10.0,0.845360824742268,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.4,0.3,10.0,0.9366197183098591,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.4,0.5,10.0,0.8144329896907216,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.4,0.5,10.0,0.9084507042253521,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.5,0.0,10.0,0.8195876288659794,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.5,0.0,10.0,0.9295774647887324,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.5,0.15,10.0,0.8195876288659794,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.5,0.15,10.0,0.9154929577464789,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.5,0.3,10.0,0.8247422680412371,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.5,0.3,10.0,0.9084507042253521,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.5,0.5,10.0,0.8505154639175257,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.5,0.5,10.0,0.8802816901408451,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,downward,0.6,0.0,10.0,0.8402061855670103,
mubi_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,mubi_road,upward,0.6,0.0,10.0,0.8873239436619719,
