experiment_key,plot_label,video_key,architecture,variant,tracker,region_mode,direction,class,tp,fp,fn,precision,recall,f1,matched_time_mae_s,match_tolerance_s,min_duration_s,max_duration_s,min_avg_conf
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,YOLO26l,tuned,bytetrack,roi,downward,keke,52,11,104,0.8253968253968254,0.3333333333333333,0.4748858447488585,0.23141025641025054,1.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,YOLO26l,tuned,bytetrack,roi,downward,truck,0,35,2,0.0,0.0,,,1.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,YOLO26l,tuned,bytetrack,roi,upward,bus,0,14,0,0.0,,,,1.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,YOLO26l,tuned,bytetrack,roi,upward,car,16,24,1,0.4,0.9411764705882353,0.5614035087719298,0.18333333333332824,1.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,YOLO26l,tuned,bytetrack,roi,upward,keke,39,5,81,0.8863636363636364,0.325,0.47560975609756095,0.3222222222222136,1.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,YOLO26l,tuned,bytetrack,roi,upward,truck,1,6,4,0.14285714285714285,0.2,0.16666666666666666,0.9333333333332803,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,downward,car,1,1,107,0.5,0.009259259259259259,0.01818181818181818,0.16666666666662877,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,downward,truck,0,3,23,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,YOLO11l,default,botsort,full_frame,upward,truck,0,0,20,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,downward,car,100,84,8,0.5434782608695652,0.9259259259259259,0.6849315068493151,0.1459999999999982,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,downward,truck,10,123,13,0.07518796992481203,0.43478260869565216,0.12820512820512817,0.49000000000001054,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,upward,car,99,172,7,0.36531365313653136,0.9339622641509434,0.5251989389920424,0.2390572390572397,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,YOLO11l,default,botsort,roi,upward,truck,10,63,10,0.136986301369863,0.5,0.21505376344086022,0.3133333333333397,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,downward,car,1,0,107,1.0,0.009259259259259259,0.018348623853211007,0.16666666666662877,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,downward,truck,0,2,23,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,YOLO11l,default,bytetrack,full_frame,upward,truck,0,2,20,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,downward,car,100,78,8,0.5617977528089888,0.9259259259259259,0.6993006993006993,0.1373333333333331,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,downward,truck,9,129,14,0.06521739130434782,0.391304347826087,0.11180124223602485,0.4592592592592568,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,upward,bus,0,1,0,0.0,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,upward,car,98,132,8,0.4260869565217391,0.9245283018867925,0.5833333333333334,0.21224489795918342,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,YOLO11l,default,bytetrack,roi,upward,truck,13,101,7,0.11403508771929824,0.65,0.19402985074626863,0.2538461538461564,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,downward,car,0,0,108,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,downward,keke,0,2,181,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,downward,truck,0,0,23,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,YOLO11l,tuned,botsort,full_frame,upward,truck,0,0,20,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,downward,bus,1,0,5,1.0,0.16666666666666666,0.2857142857142857,0.3333333333333144,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,downward,car,98,31,10,0.7596899224806202,0.9074074074074074,0.8270042194092827,0.10272108843537141,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,downward,keke,176,10,5,0.946236559139785,0.9723756906077348,0.9591280653950954,0.1111742424242399,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,downward,truck,2,0,21,1.0,0.08695652173913043,0.16,0.3166666666666629,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,upward,bus,0,6,0,0.0,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,upward,car,99,142,7,0.4107883817427386,0.9339622641509434,0.5706051873198847,0.18787878787878953,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,upward,keke,76,3,130,0.9620253164556962,0.36893203883495146,0.5333333333333333,0.10087719298245938,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,YOLO11l,tuned,botsort,roi,upward,truck,2,1,18,0.6666666666666666,0.1,0.1739130434782609,0.4166666666666856,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,downward,car,0,0,108,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,downward,keke,0,2,181,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,downward,truck,0,0,23,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,upward,car,1,1,105,0.5,0.009433962264150943,0.018518518518518517,1.0,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,YOLO11l,tuned,bytetrack,full_frame,upward,truck,0,0,20,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,downward,bus,1,0,5,1.0,0.16666666666666666,0.2857142857142857,0.30000000000001137,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,downward,car,96,31,12,0.7559055118110236,0.8888888888888888,0.8170212765957447,0.10312499999999748,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,downward,keke,175,12,6,0.9358288770053476,0.9668508287292817,0.951086956521739,0.11066666666666419,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,downward,truck,2,0,21,1.0,0.08695652173913043,0.16,0.3166666666666629,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,upward,bus,0,10,0,0.0,,,,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,upward,car,99,120,7,0.4520547945205479,0.9339622641509434,0.6092307692307692,0.18383838383838488,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,upward,keke,92,1,114,0.989247311827957,0.44660194174757284,0.6153846153846154,0.10615942028985638,1.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,YOLO11l,tuned,bytetrack,roi,upward,truck,6,3,14,0.6666666666666666,0.3,0.41379310344827586,0.21666666666665435,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,downward,car,0,0,108,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,downward,truck,0,0,23,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,YOLO26l,default,botsort,full_frame,upward,truck,0,0,20,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,downward,bus,0,1,6,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,downward,car,99,37,9,0.7279411764705882,0.9166666666666666,0.8114754098360656,0.0952861952861936,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,downward,truck,4,7,19,0.36363636363636365,0.17391304347826086,0.2352941176470588,0.3666666666666565,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,upward,bus,0,28,0,0.0,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,upward,car,94,45,12,0.6762589928057554,0.8867924528301887,0.7673469387755103,0.14219858156028248,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,YOLO26l,default,botsort,roi,upward,truck,3,1,17,0.75,0.15,0.24999999999999997,0.29999999999999244,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,downward,car,0,0,108,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,downward,truck,0,0,23,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,YOLO26l,default,bytetrack,full_frame,upward,truck,0,0,20,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,downward,bus,0,1,6,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,downward,car,98,38,10,0.7205882352941176,0.9074074074074074,0.8032786885245901,0.09659863945578076,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,downward,keke,0,0,181,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,downward,truck,4,8,19,0.3333333333333333,0.17391304347826086,0.22857142857142854,0.3666666666666565,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,upward,bus,0,30,0,0.0,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,upward,car,94,43,12,0.6861313868613139,0.8867924528301887,0.7736625514403294,0.12730496453900703,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__roi,YOLO26l default | bytetrack | ROI,yola_road,YOLO26l,default,bytetrack,roi,upward,truck,3,1,17,0.75,0.15,0.24999999999999997,0.29999999999999244,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,downward,car,0,0,108,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,downward,keke,0,1,181,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,downward,truck,1,1,22,0.5,0.043478260869565216,0.08,0.7333333333332348,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__full_frame,YOLO26l tuned | botsort | Full frame,yola_road,YOLO26l,tuned,botsort,full_frame,upward,truck,0,1,20,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,downward,car,99,34,9,0.7443609022556391,0.9166666666666666,0.8215767634854771,0.09696969696969356,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,downward,keke,173,1,8,0.9942528735632183,0.9558011049723757,0.9746478873239437,0.10597302504816772,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,downward,truck,2,1,21,0.6666666666666666,0.08695652173913043,0.15384615384615383,0.13333333333337105,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,upward,bus,0,45,0,0.0,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,upward,car,98,111,8,0.4688995215311005,0.9245283018867925,0.6222222222222222,0.18979591836734608,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,upward,keke,36,2,170,0.9473684210526315,0.17475728155339806,0.29508196721311475,0.14907407407407738,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,yola_road,YOLO26l,tuned,botsort,roi,upward,truck,9,16,11,0.36,0.45,0.39999999999999997,0.22592592592592256,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,downward,bus,0,0,6,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,downward,car,0,0,108,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,downward,keke,0,1,181,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,downward,truck,1,2,22,0.3333333333333333,0.043478260869565216,0.07692307692307691,0.7333333333332348,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,upward,bus,0,0,0,,,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,upward,car,0,1,106,0.0,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,upward,keke,0,0,206,,0.0,,,1.0,0.15,10.0,0.4
yola_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,yola_road,YOLO26l,tuned,bytetrack,full_frame,upward,truck,0,1,20,0.0,0.0,,,1.0,0.15,10.0,0.4
