experiment_key,plot_label,video_key,scene,architecture,variant,tracker,region_mode,direction,class,predicted_count,manual_count,signed_error,abs_error,pct_error,abs_pct_error,count_accuracy,min_duration_s,max_duration_s,min_avg_conf
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,downward,bus,33,1,32,32,3200.0,3200.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,downward,car,76,35,41,41,117.14285714285714,117.14285714285714,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,downward,keke,54,156,-102,102,-65.38461538461539,65.38461538461539,0.34615384615384615,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,downward,truck,34,2,32,32,1600.0,1600.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,upward,bus,12,0,12,12,,,,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,upward,car,44,17,27,27,158.8235294117647,158.8235294117647,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,upward,keke,40,120,-80,80,-66.66666666666667,66.66666666666667,0.33333333333333337,0.15,10.0,0.4
mubi_road__yolo26l_tuned__botsort__roi,YOLO26l tuned | botsort | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,botsort,roi,upward,truck,6,5,1,1,20.0,20.0,0.8,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,downward,bus,0,1,-1,1,-100.0,100.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,downward,car,2,35,-33,33,-94.28571428571429,94.28571428571429,0.05714285714285716,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,downward,keke,3,156,-153,153,-98.07692307692308,98.07692307692308,0.019230769230769273,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,downward,truck,0,2,-2,2,-100.0,100.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,upward,car,4,17,-13,13,-76.47058823529412,76.47058823529412,0.23529411764705888,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,upward,keke,1,120,-119,119,-99.16666666666667,99.16666666666667,0.008333333333333304,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__full_frame,YOLO26l tuned | bytetrack | Full frame,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,full_frame,upward,truck,0,5,-5,5,-100.0,100.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,downward,bus,29,1,28,28,2800.0,2800.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,downward,car,65,35,30,30,85.71428571428571,85.71428571428571,0.1428571428571429,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,downward,keke,63,156,-93,93,-59.61538461538461,59.61538461538461,0.40384615384615385,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,downward,truck,35,2,33,33,1650.0,1650.0,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,upward,bus,14,0,14,14,,,,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,upward,car,40,17,23,23,135.2941176470588,135.2941176470588,0.0,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,upward,keke,44,120,-76,76,-63.333333333333336,63.333333333333336,0.3666666666666667,0.15,10.0,0.4
mubi_road__yolo26l_tuned__bytetrack__roi,YOLO26l tuned | bytetrack | ROI,mubi_road,"evening, higher congestion, cloudy / low visibility",YOLO26l,tuned,bytetrack,roi,upward,truck,7,5,2,2,40.0,40.0,0.6,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,downward,car,2,108,-106,106,-98.14814814814815,98.14814814814815,0.01851851851851849,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,downward,truck,3,23,-20,20,-86.95652173913044,86.95652173913044,0.13043478260869568,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__full_frame,YOLO11l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,downward,car,184,108,76,76,70.37037037037037,70.37037037037037,0.2962962962962963,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,downward,truck,133,23,110,110,478.2608695652174,478.2608695652174,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,upward,car,271,106,165,165,155.66037735849056,155.66037735849056,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__botsort__roi,YOLO11l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,botsort,roi,upward,truck,73,20,53,53,265.0,265.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,downward,car,1,108,-107,107,-99.07407407407408,99.07407407407408,0.0092592592592593,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,downward,truck,2,23,-21,21,-91.30434782608695,91.30434782608695,0.08695652173913049,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__full_frame,YOLO11l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,full_frame,upward,truck,2,20,-18,18,-90.0,90.0,0.09999999999999998,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,downward,car,178,108,70,70,64.81481481481481,64.81481481481481,0.35185185185185186,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,downward,truck,138,23,115,115,500.0,500.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,upward,bus,1,0,1,1,,,,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,upward,car,230,106,124,124,116.98113207547169,116.98113207547169,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_default__bytetrack__roi,YOLO11l default | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,default,bytetrack,roi,upward,truck,114,20,94,94,470.0,470.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,downward,keke,2,181,-179,179,-98.89502762430939,98.89502762430939,0.011049723756906049,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__full_frame,YOLO11l tuned | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,downward,bus,1,6,-5,5,-83.33333333333333,83.33333333333333,0.16666666666666663,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,downward,car,129,108,21,21,19.444444444444443,19.444444444444443,0.8055555555555556,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,downward,keke,186,181,5,5,2.7624309392265194,2.7624309392265194,0.9723756906077348,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,downward,truck,2,23,-21,21,-91.30434782608695,91.30434782608695,0.08695652173913049,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,bus,6,0,6,6,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,car,241,106,135,135,127.35849056603773,127.35849056603773,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,keke,79,206,-127,127,-61.650485436893206,61.650485436893206,0.383495145631068,0.15,10.0,0.4
yola_road__yolo11l_tuned__botsort__roi,YOLO11l tuned | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,botsort,roi,upward,truck,3,20,-17,17,-85.0,85.0,0.15000000000000002,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,keke,2,181,-179,179,-98.89502762430939,98.89502762430939,0.011049723756906049,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,car,2,106,-104,104,-98.11320754716981,98.11320754716981,0.018867924528301883,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__full_frame,YOLO11l tuned | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,bus,1,6,-5,5,-83.33333333333333,83.33333333333333,0.16666666666666663,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,car,127,108,19,19,17.59259259259259,17.59259259259259,0.8240740740740741,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,keke,187,181,6,6,3.314917127071823,3.314917127071823,0.9668508287292817,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,downward,truck,2,23,-21,21,-91.30434782608695,91.30434782608695,0.08695652173913049,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,bus,10,0,10,10,,,,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,car,219,106,113,113,106.60377358490567,106.60377358490567,0.0,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,keke,93,206,-113,113,-54.85436893203884,54.85436893203884,0.45145631067961167,0.15,10.0,0.4
yola_road__yolo11l_tuned__bytetrack__roi,YOLO11l tuned | bytetrack | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO11l,tuned,bytetrack,roi,upward,truck,9,20,-11,11,-55.0,55.0,0.44999999999999996,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,car,1,106,-105,105,-99.05660377358491,99.05660377358491,0.009433962264150941,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__full_frame,YOLO26l default | botsort | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,full_frame,upward,truck,0,20,-20,20,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,bus,1,6,-5,5,-83.33333333333333,83.33333333333333,0.16666666666666663,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,car,136,108,28,28,25.925925925925927,25.925925925925927,0.7407407407407407,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,downward,truck,11,23,-12,12,-52.17391304347826,52.17391304347826,0.4782608695652174,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,bus,28,0,28,28,,,,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,car,139,106,33,33,31.132075471698112,31.132075471698112,0.6886792452830188,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,keke,0,206,-206,206,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__botsort__roi,YOLO26l default | botsort | ROI,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,botsort,roi,upward,truck,4,20,-16,16,-80.0,80.0,0.19999999999999996,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,bus,0,6,-6,6,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,car,0,108,-108,108,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,keke,0,181,-181,181,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,downward,truck,0,23,-23,23,-100.0,100.0,0.0,0.15,10.0,0.4
yola_road__yolo26l_default__bytetrack__full_frame,YOLO26l default | bytetrack | Full frame,yola_road,"daytime, moderate traffic, high visibility",YOLO26l,default,bytetrack,full_frame,upward,bus,0,0,0,0,,,,0.15,10.0,0.4
