experiment_key,video_key,model_key,model_display_name,tracker,region_mode,track_id,class,enter_time_s,exit_time_s,duration_s,enter_frame,exit_frame,enter_cx,enter_cy,exit_cx,exit_cy,avg_conf_in_region,max_conf_in_region,frames_in_region
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,1,keke,0.0,600.7,600.7,0,18021,170.3488006591797,366.9794006347656,14.632238388061523,548.70947265625,0.8211972392522372,0.9076032042503357,26
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,2,car,0.0,600.7,600.7,0,18021,350.5068054199219,233.43487548828125,22.12676429748535,608.3150634765625,0.8247452847008566,0.8991807103157043,103
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,3,car,0.0,600.7,600.7,0,18021,483.20379638671875,163.5436248779297,304.9402160644531,680.553955078125,0.7651147974426287,0.8994019627571106,228
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,4,car,0.0,600.7,600.7,0,18021,966.693603515625,338.96087646484375,1020.2972412109375,430.2431335449219,0.6146042780442671,0.8059538006782532,165
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,5,car,0.0,600.7,600.7,0,18021,748.411865234375,207.35476684570312,748.6482543945312,203.99127197265625,0.41089517418584676,0.7398677468299866,386
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,6,keke,0.0,600.7,600.7,0,18021,381.2091369628906,194.51739501953125,37.84170913696289,563.1219482421875,0.7706932011915713,0.9008926749229431,147
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,7,keke,0.0,600.7,600.7,0,18021,1020.9609985351562,438.1717529296875,878.9892578125,394.3975524902344,0.5189097195255513,0.8131207823753357,98
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,8,car,0.0,600.7,600.7,0,18021,556.0811767578125,162.02980041503906,556.0811767578125,162.02980041503906,0.30322691798210144,0.30322691798210144,1
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,9,car,0.0,600.7,600.7,0,18021,1020.9873046875,438.33843994140625,1020.9873046875,438.33843994140625,0.30281099677085876,0.30281099677085876,1
yola_road__yolo26l_tuned__botsort__full_frame,yola_road,yolo26l_tuned,YOLO26l tuned,botsort,full_frame,12,bus,0.16666666666666666,600.7,600.5333333333334,5,18021,1006.7147216796875,428.3743591308594,1003.710693359375,427.2390441894531,0.3191569298505783,0.3492472171783447,2
