experiment_key,video_key,model_key,model_display_name,tracker,region_mode,track_id,class,enter_time_s,exit_time_s,duration_s,enter_frame,exit_frame,enter_cx,enter_cy,exit_cx,exit_cy,avg_conf_in_region,max_conf_in_region,frames_in_region
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,1,car,0.0,419.96666666666664,419.96666666666664,0,12599,910.544677734375,614.1513671875,853.8802490234375,697.375244140625,0.6867337301373482,0.8321434259414673,52
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,2,car,0.0,419.96666666666664,419.96666666666664,0,12599,782.0335693359375,388.25433349609375,756.76953125,398.710693359375,0.6803051660221721,0.7974340915679932,1260
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,3,car,0.0,419.96666666666664,419.96666666666664,0,12599,1158.409912109375,490.140625,1087.12548828125,397.4921569824219,0.5165204712949647,0.7210119962692261,163
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,4,car,0.0,419.96666666666664,419.96666666666664,0,12599,880.389892578125,401.38128662109375,855.7862548828125,519.7718505859375,0.552103892789839,0.7718379497528076,1107
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,8,car,0.0,419.96666666666664,419.96666666666664,0,12599,1187.114990234375,418.98052978515625,1192.613525390625,419.7162780761719,0.35579646059444975,0.5064326524734497,7
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,10,truck,0.0,419.96666666666664,419.96666666666664,0,12599,956.388916015625,510.89324951171875,887.699462890625,677.9929809570312,0.32570462425549823,0.4420328736305237,36
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,11,car,0.0,419.96666666666664,419.96666666666664,0,12599,977.9437255859375,390.14208984375,815.2283935546875,696.8182983398438,0.6071093400101085,0.8368671536445618,273
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,29,car,0.8,419.96666666666664,419.16666666666663,24,12599,1192.026611328125,412.16705322265625,1192.2314453125,411.4555969238281,0.28436142951250076,0.3482248783111572,4
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,32,bus,0.8333333333333334,419.96666666666664,419.1333333333333,25,12599,874.226806640625,517.8203735351562,799.032958984375,640.6959228515625,0.32560787011276593,0.5323135852813721,22
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,49,car,1.6333333333333333,419.96666666666664,418.3333333333333,49,12599,985.2081298828125,349.39385986328125,986.6646728515625,356.78857421875,0.3063101038336754,0.35911300778388977,20
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,58,car,2.8666666666666667,419.96666666666664,417.09999999999997,86,12599,1198.75,401.6210632324219,1155.658447265625,526.0087280273438,0.44506740395965444,0.7066728472709656,873
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,25,bus,3.966666666666667,419.96666666666664,416.0,119,12599,953.9461669921875,549.99951171875,931.5068359375,647.4775390625,0.328335444132487,0.4405522346496582,9
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,66,car,4.5,419.96666666666664,415.46666666666664,135,12599,1233.76953125,677.8321533203125,1066.295654296875,397.5302734375,0.4936640700632399,0.7793731689453125,364
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,68,car,4.566666666666666,419.96666666666664,415.4,137,12599,1155.45654296875,580.9820556640625,1143.5791015625,531.4049682617188,0.3465629748759731,0.48541387915611267,31
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,77,car,5.266666666666667,419.96666666666664,414.7,158,12599,1148.52001953125,554.0018920898438,1148.0628662109375,551.854736328125,0.32841916879018146,0.34950023889541626,3
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,89,car,6.133333333333334,419.96666666666664,413.8333333333333,184,12599,975.15380859375,393.8599548339844,969.9144897460938,399.9146728515625,0.3848477602005005,0.45349961519241333,12
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,100,truck,7.133333333333334,419.96666666666664,412.8333333333333,214,12599,1193.4141845703125,580.877685546875,1190.43603515625,578.48876953125,0.4588340297341347,0.5294848084449768,4
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,101,car,7.133333333333334,419.96666666666664,412.8333333333333,214,12599,964.9254760742188,417.010009765625,837.333740234375,702.1243896484375,0.6065464842657329,0.8476803302764893,247
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,116,car,7.966666666666667,419.96666666666664,412.0,239,12599,954.1351318359375,411.4014892578125,685.1290283203125,694.6068725585938,0.6462289222205678,0.8069472312927246,288
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,117,truck,8.266666666666667,419.96666666666664,411.7,248,12599,1165.727783203125,548.67578125,1163.43798828125,547.0508422851562,0.4226546585559845,0.45846402645111084,3
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,123,car,9.4,419.96666666666664,410.56666666666666,282,12599,1141.6025390625,520.35546875,1139.9166259765625,518.4483032226562,0.32682302594184875,0.34674495458602905,4
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,127,truck,9.833333333333334,419.96666666666664,410.1333333333333,295,12599,1135.1826171875,511.32806396484375,1135.1826171875,511.32806396484375,0.38539811968803406,0.38539811968803406,1
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,141,car,11.0,419.96666666666664,408.96666666666664,330,12599,1266.495361328125,495.122314453125,1265.89404296875,495.75732421875,0.30950387961724224,0.3933675289154053,17
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,143,truck,11.7,419.96666666666664,408.26666666666665,351,12599,1111.56396484375,477.70965576171875,1111.56396484375,477.70965576171875,0.3184460401535034,0.3184460401535034,1
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,147,truck,12.433333333333334,419.96666666666664,407.5333333333333,373,12599,1103.770263671875,460.29119873046875,1103.09814453125,457.55072021484375,0.3879723370075226,0.47014573216438293,5
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,161,car,13.033333333333333,419.96666666666664,406.9333333333333,391,12599,1246.151123046875,636.9121704101562,1107.677734375,461.6833190917969,0.34118666013945703,0.5181835293769836,46
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,162,car,13.033333333333333,419.96666666666664,406.9333333333333,391,12599,1267.92138671875,485.3893737792969,1266.92919921875,485.2198791503906,0.29514471888542176,0.3285769820213318,5
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,152,truck,13.766666666666667,419.96666666666664,406.2,413,12599,960.5084228515625,552.1585083007812,960.5084228515625,552.1585083007812,0.2759729027748108,0.2759729027748108,1
mubi_road__yolo26l_default__bytetrack__full_frame,mubi_road,yolo26l_default,YOLO26l default,bytetrack,full_frame,172,car,14.833333333333334,419.96666666666664,405.1333333333333,445,12599,1265.09716796875,484.5364074707031,1261.395263671875,489.25579833984375,0.44019263915040274,0.5277978777885437,44
